account,Rewards,combined_points,badge_17_tier,badge_17_points,badge_22_tier,badge_22_points,badge_26_tier,badge_26_points,pp_level
0x94ae2198abf4417a906899b3abba01610c7578ff,200,300,,0,5,300,,0,3
0x3ff80ece6173d1aab3725aadc6efe5e16137d57c,200,300,,0,5,300,,0,3
0x084a74a3995cf3c0db70e8687f48c83115dd98f3,200,300,,0,5,300,,0,3
0x71d0964f5728248f46e4059b1060a6e1e16c9e51,200,300,,0,5,300,,0,3
0xd0eb29c9612c8930f874c32e4d63a632b34e3ae2,200,300,,0,5,300,,0,4
0x2e15efc527a4207639c22e5205e91fd7f8c579a9,200,300,,0,5,300,,0,4
0x924ac3e6acd07470888ec5c77e9738207cc299ac,200,300,,0,5,300,,0,0
0x4faf5cd60ab7add8575325180d94b93627dd8165,200,300,,0,5,300,,0,3
0x40fe0dedcdc045835c92554ab14ffcd690f306cf,200,300,,0,5,300,,0,3
0x70ca5d21848d1a2ffb65aeadaae3274989460d70,200,300,,0,5,300,,0,4
0x01d462e3cd98be927556468c67770e73494217c8,200,300,,0,5,300,,0,3
0x062abe411f546a4356d3244880286efff4d93fe8,200,300,,0,5,300,,0,3
0x247d3a1d36d7f88a79447f61dc3c4d016cad02f5,200,300,,0,5,300,,0,0
0xc8258ef0f46bcedd4244ed319a2815920cc76105,200,300,,0,5,300,,0,3
0x6fdce56297fa2cbd9c145f56c266cdf0e4ddc36a,200,300,,0,5,300,,0,0
0x6022f208a91415ca63f3411e4547f16a1594c989,200,300,,0,5,300,,0,3
0x78a331a4bd9321af97fff3718ad509c29e7659d9,200,300,,0,5,300,,0,4
0x4a9734c60246eb437a71b3fc3fbd1e59c4c03e92,200,300,,0,5,300,,0,3
0x8ef7dd060db313f479199f76aef7cf11a3fbd1e5,200,300,,0,5,300,,0,3
0xe49b0165c97d5e306a4b619ab38ec3214bc21963,200,300,,0,5,300,,0,3
0xe154c226d0f4f2ecb3b390b3742c4dd79166a756,200,300,,0,5,300,,0,3
0x5bf4889b7fe0c57fb5e88fa8ddfb629943a31a0e,200,300,,0,5,300,,0,3
0x06b570bf61a1712dc28734c5aaa1b1a2c71a216a,200,300,,0,5,300,,0,3
0x6bae8925f216ebec55017d4b861aea6fc4a6530a,200,300,,0,5,300,,0,3
0x9e50f0e7e73b91fe7ceefd716e5d4df32703b5a7,200,300,,0,5,300,,0,3
0xac49abe466894d58af3c1b6bfcf84d683e59156a,200,300,,0,5,300,,0,3
0x9192a4a07843a501a9c5043820074be0336e7c06,200,300,,0,5,300,,0,4
0x099a810208c3a09da3268f2615e6632f486800c7,200,300,,0,5,300,,0,3
0x105ea07221b1939085fc49703d49977bbe6aafcb,200,300,,0,5,300,,0,3
0xadc941f7647a1409249d9bfbebf46e0a3fc544f1,200,300,,0,5,300,,0,3
0xc6d213416c851f931ce5d2620897fbba86403d05,200,300,,0,5,300,,0,3
0x2aa7fe6591ee0bd762ba5fcd5ff28caf1d4d1d9e,200,300,,0,5,300,,0,3
0xd0dcadbeca6b2a91c77cab0513aac3bcb68c1b2f,200,300,,0,5,300,,0,3
0x6cfc305911f55dab5060810f31a5208ef9e49d17,200,300,,0,5,300,,0,4
0x962aab81d7d8e278d722b690ac663dd8b465a556,200,300,,0,5,300,,0,3
0x1a6c6b8de5b4c960e5801f899d191b4c37936e1f,200,300,,0,5,300,,0,3
0xf0817c5800c0c992e9e0c142f521fed873f4326a,200,300,,0,5,300,,0,3
0x365b4979c7111a54dbde5fde47f1e9e50e0dce28,200,300,,0,5,300,,0,3
0xcbdc33169bf2abc600100a76462afa523e55e5e1,200,300,,0,5,300,,0,3
0x86ffab406594b9717bf4fe85f62eff79a96c2387,200,300,,0,5,300,,0,3
0xad68ac7f3f6fd50ae5b905a967013481b4cad2a3,200,300,,0,5,300,,0,0
0xa172be827e110ca97beb5ddc90d0f3f0c0af15e8,200,300,,0,5,300,,0,3
0x972eed06e9266787f7d383feb406c3ed7546df2c,200,300,,0,5,300,,0,0
0xd3deac4c453f9e016915097c997624517a7f9e93,200,300,,0,5,300,,0,3
0xe31001dc08ea86644f50bf1f532e9cbb5568f745,200,300,,0,5,300,,0,3
0x15290793c9d83ea6c634b15d9820b2e2e7d66a51,200,300,,0,5,300,,0,0
0xc502489a41fb9a250bb184013761181da3e8b2d7,200,300,,0,5,300,,0,3
0xa604e8576c092c12b722382d7b73524d0666d337,200,300,,0,5,300,,0,3
0x95a9379f48c0d5e856df733896f6388809f6b24a,200,300,,0,5,300,,0,3
0x8d87b398f897e223291ca21c7cb0dba7cee1f504,200,300,,0,5,300,,0,3
0x23f97c86875a9f0c75a926ad398ee0baff2b216f,200,300,,0,5,300,,0,4
0x5a43a359acd6897a1c5959736b997a3c524f89e5,200,300,,0,5,300,,0,3
0xf43beb7975d276ad7bec77dcb0f191fe05903866,200,300,,0,5,300,,0,4
0x768c09d6ff95cf5cde54878a6141d6b1708e41b7,200,300,,0,5,300,,0,3
0x552dbe2717bf28cb216772ee0f8146c16f556bc4,200,300,,0,5,300,,0,3
0xf25c0dd14c5c1b336f55301ebf00d241982346aa,200,300,,0,5,300,,0,3
0x05cfdc837a90c79a90423bb7647e5511de0a7df8,200,300,,0,5,300,,0,3
0x14ebe16d83e759a53ef824eb439bef6185543987,200,300,,0,5,300,,0,3
0x447546a6b50c95fd8f0418b46d619b1187baec7e,200,300,,0,5,300,,0,3
0x7fc7e80c0301826fa6905b141ad089705df839e0,200,300,,0,5,300,,0,0
0x8b63fcf85d5f24a754f8bc3b9938609ac12cd588,200,300,,0,5,300,,0,3
0xb3f50de82c151cf3b7c256ab2ed594cbfa4a7e3c,100,280,1,200,2,60,1,20,3
0xe8be851fbb1e5121e69526b0583a9412e6bc6afe,100,280,1,200,1,20,2,60,3
0xf95da6d948fe308a66916ed85f8735b82f2bc5cf,100,280,1,200,1,20,2,60,3
0xd9c5291128ff6d31d254234b27c3ae1d3ff48781,100,280,1,200,1,20,2,60,3
0x8c4050a735549741e381fdca048c8b04ede29a3e,100,280,1,200,1,20,2,60,3
0x33ecfb2b12fa014d3734c4dc54da576f1227fdbf,100,260,,0,4,200,2,60,3
0x14f7ed3bc9b5c8b380fc1f6330710e1dff6b36c6,100,260,,0,4,200,2,60,3
0xf51da8536307114b7e48e8b261570f3ca4293e9a,100,260,1,200,2,60,,0,3
0xe7ad64ee804de418df7354cb65311f2d6d6c8f35,100,260,1,200,2,60,,0,3
0x87c542732e018225ab3169f967f4b9e8934c4567,100,260,,0,4,200,2,60,3
0xd5918d6d8d8242c3844a6f7819901cfd6c59ebe1,100,260,,0,4,200,2,60,3
0x3bee5531f62c11bf4644d04b4be590eb1cc2cbb2,100,260,1,200,2,60,,0,3
0x10a322f256eaa5b9e80573a9e165d6f705845174,100,260,,0,4,200,2,60,3
0xe8029333c4ffa2da6db259b40d8c4460addc263d,100,260,,0,4,200,2,60,3
0x3dc8ee0c5fee12ccfcfff1dfd4857f9f3e45f855,100,260,1,200,2,60,,0,4
0x1923db457a5fa15703c87ddf453677013bf85b2a,100,260,,0,4,200,2,60,4
0xe0f22917f38ca5b3ba9d22d4e0ef1bf8000a538e,100,260,,0,4,200,2,60,3
0xb97572801b69d9b104f33546e67fe1c20e1bac9c,100,260,,0,4,200,2,60,4
0x6edebb580da860e59480409590d9f4f912de9243,100,260,1,200,2,60,,0,3
0x4ef3f55dc004487d4f72d8d379ed25e109ae7f75,100,260,,0,4,200,2,60,3
0x4f0260e148e6ae7f84d03b6feca32b7a7f687874,100,260,,0,4,200,2,60,3
0x04124e9af866bdbbace79a98d11636bda005f052,100,260,,0,4,200,2,60,3
0xa09b31866aedd421296b2303ad2814e0125c5200,100,260,,0,4,200,2,60,3
0xc8a9eeefe50670d23b0163fb0007fb6dc13516e1,100,260,,0,4,200,2,60,3
0x5f2c94d37cff7a251424854cd7d7a8977cff2e58,100,260,,0,4,200,2,60,3
0x4451a2ed35ea2966d7996acb2116357e6204919a,100,260,1,200,,0,2,60,3
0x609cc4fe6450dac2d75879c5cd9982cc4f5e09d5,100,260,,0,4,200,2,60,3
0x3c4acb7188dd78aa7c307cce0b1ebf37e66f44ad,100,260,1,200,2,60,,0,3
0x41c83485dbb7361331db90b8f069c6804bed4af7,100,260,,0,4,200,2,60,3
0xbfa3cb911ca5b640f7d83650fb8daf37b4a0dfc8,100,260,1,200,2,60,,0,3
0x2bc3016da0c0c86c34c8d4f8fa931d6fdf1ce52c,100,240,,0,3,120,3,120,3
0xd0ccb997c0f34a312185e192393a39abc9d6a7a4,100,240,,0,3,120,3,120,3
0xf63ef0e326127989ecd1f1d4c37d59497a6e0cc3,100,240,1,200,1,20,1,20,3
0x50c90ae779c0a449ded8cd826e6cfe5761ae4ff8,100,240,,0,3,120,3,120,3
0xde6add4c7cb4f0307ec32c20dbd3d505c03fca82,100,240,1,200,1,20,1,20,3
0x191312d8e5beb5bee98f0a5212efe95857915dc7,100,240,1,200,1,20,1,20,3
0xd68085abe04fd9fe515755ad1eae1a6396d072c0,100,240,1,200,1,20,1,20,3
0x4e851e9705d6802abede96d86e58bead56364ed3,100,240,1,200,1,20,1,20,3
0x06565a173d0bc760f523a5d0e1ea1a942f293046,100,220,1,200,1,20,,0,3
0x823104de45e0043660c211444c2c9a9112d9e238,100,220,1,200,1,20,,0,3
0x402753d7dbeeb0396d68b4b7634293535df89d3e,100,220,1,200,1,20,,0,3
0xd7861d0a0695694473773c33d83f79c1de8a6673,100,220,1,200,1,20,,0,3
0x8960855e6d32cde3fc348c91d68852bf5f96d234,100,220,1,200,1,20,,0,3
0xb616f982ea09db9b220233f59310714a71145858,100,220,1,200,1,20,,0,2
0xb4e41b8c3f785322531178b5f16a50d1c7068384,100,220,1,200,1,20,,0,0
0xbb9346d54115b2ffc886a9bc72f44998fe9c4f65,100,220,1,200,1,20,,0,3
0x4e8376c4931ca13976853f21a7fb05e6c843bd6d,100,220,1,200,1,20,,0,3
0x757ae95b58735b32520273e94d7d460512b62cdc,100,220,,0,4,200,1,20,3
0x830e94cf0efa7d6598bbe162c35c70415e62a41f,100,220,1,200,1,20,,0,2
0x207a1090e3fd988d550e697d71fee29059818510,100,220,,0,4,200,1,20,3
0x738bcb3de908cab1e7a4536623edb5037125082c,100,220,1,200,1,20,,0,3
0x1ffd4a4dea3e93702f0876d77b6e1a9443a556d5,100,220,1,200,1,20,,0,2
0xc66d63e81a6a325599b790e02877850621fa7eca,100,220,1,200,1,20,,0,2
0x1bd83446ac5199c4fdb8f03b3ac7fde0c3df8a1a,100,220,1,200,1,20,,0,3
0x0fff42614ec3d2e55fcb7f7b40c391b9dcc276eb,100,220,1,200,1,20,,0,3
0x710d828376d06b5aed9c4f511d14822f0326342a,100,220,1,200,1,20,,0,2
0xd82da51e6b700c30c50f9f42b1076987eb01b45a,100,220,1,200,1,20,,0,3
0xa87b05620370839c11da59592a9954a44db956c5,100,220,,0,4,200,1,20,3
0xf8573c9d3009699e5f9802b4563284abca7bcff5,100,220,,0,4,200,1,20,3
0xb317106a9a4f3535dc834ca75db88d89e391113d,100,220,1,200,1,20,,0,0
0x5249ed3ebca3629c4bdec0476bf5c1901149d065,100,220,1,200,1,20,,0,3
0xd9797fe2d0b77a22c509c35736a3eca94c239df8,100,220,1,200,1,20,,0,4
0xadfb88b5c02309afa2e4ef77820cc49d6f17967b,100,220,1,200,1,20,,0,2
0x87c14a0bcc129358148ae1736d01c06d27baa5af,100,220,1,200,1,20,,0,2
0x372eeb11bb98f7dca552bdafda91bf8f7827d266,100,220,1,200,1,20,,0,3
0xaafd6f4e3918931be67adb6264a6f4e296d3f75c,100,220,1,200,1,20,,0,3
0x39045f4b0913ffc5d14542e7e0a0b919a767349d,100,220,1,200,1,20,,0,2
0xf1e6316ec39acecbb30fd0f130db489ddd391602,100,220,1,200,1,20,,0,3
0x05f56e0c6241f533f71550c070ecaafbb744f429,100,220,1,200,1,20,,0,3
0xa4b539f956b6897297c6fd11bca9a0cb1a9c1c6e,100,220,1,200,1,20,,0,3
0x9b62ab4a50c952b62c663b77223a8b5d03ea0b9e,100,220,1,200,1,20,,0,2
0xd9fbb8a4d4cc08f9eab2c15c1707b26a889d6684,100,220,1,200,1,20,,0,3
0xba24241db0d37c5f1ea2dca0ed98e6535317a29d,100,200,,0,4,200,,0,2
0x921c14339b784d84f732f79ff9c0849ab51be27e,100,200,,0,4,200,,0,3
0x56512f4b60d46dbf4282e81ce5607e6dd6fea55e,100,200,,0,4,200,,0,2
0x4e12c6bf91dbda51272995db644e2c074755cdab,100,200,,0,4,200,,0,3
0xc3adf9cf2a558e050bfa158184cb1e7b77b9f5e5,100,200,1,200,,0,,0,2
0x76e19120b69938366e7ad63b23c58ecda1cfad46,100,200,,0,4,200,,0,0
0xdba8c6545c11103ca8ccc9db2e6c456743472ed0,100,200,,0,4,200,,0,3
0x5c136d48fdce1c2849e07a4e5e2441c3f77e47ea,100,200,1,200,,0,,0,2
0x7734e24bab6c38781954b228213960e16eb3ca8b,100,200,1,200,,0,,0,3
0xb1da484ffa12812f1178056140104c2a1de8012d,100,200,,0,4,200,,0,3
0xe8b3658607a47cc5dbbfd48170ba251ddf0517fe,100,200,,0,4,200,,0,3
0xacf93bd15910a60f093ed9a54aef9e22d5573afd,100,200,,0,4,200,,0,3
0x6431d80a21dee9e04d103d6f446c982dc1c665a1,100,200,,0,4,200,,0,3
0x011fc0c87cb4948cef9bb6c0166b181b54918694,100,200,1,200,,0,,0,3
0xe4cdb9c0d196bcebba83de231838ab70e0372c8a,100,200,,0,4,200,,0,3
0x1f5ad05d2ffb7d02de21bb5771d16acf9dfec17b,100,200,1,200,,0,,0,2
0x70275ac439bd0926e713bf93928517053e2c6cbd,100,200,,0,4,200,,0,3
0xba74ffe6df6948a5da179fc4225a669a2a8a684d,100,200,,0,4,200,,0,0
0x2fac8b6a7a82108357cbb23af0d6b7e700d8c5ef,100,200,,0,4,200,,0,3
0xb7bb04d6c09502e5f2ec1e30373cc7fa2ca4f657,100,200,,0,4,200,,0,3
0x0b6747c28ecc4c011f9193b924447d1616d8a27a,100,200,1,200,,0,,0,3
0x72dda69b74b9de9c12512fe0d035f4058bdcf431,100,200,,0,4,200,,0,3
0x025326763a348c72a2652ba535afe4abf0b4fe2d,100,200,,0,4,200,,0,0
0x58399864a19076a767993e24138eb7d07228b2bd,100,200,1,200,,0,,0,3
0x1e9ca5dd658cd46beec6ad2c63f188795dd221bf,100,200,1,200,,0,,0,3
0x253910dd3359108a64f555ecba0e34bbe7d08819,100,200,1,200,,0,,0,2
0xa89b780c05ce09b367865a283d25c0db84c17e89,100,200,,0,4,200,,0,3
0xe556d7a0a19177a0f2dbaacc80848cddb8f547ed,100,200,1,200,,0,,0,3
0xa312601c024ce78edd72b14986906e8d5befa3d0,100,200,,0,4,200,,0,3
0x39e77dae7129392c1920e30b09fbd6ae8073e21f,100,200,,0,4,200,,0,3
0x18978f6333f2d7a0376f6a0571f856965bf70bcb,100,200,,0,4,200,,0,3
0xb8e4f1252427e67ef0c11d70fe27344962939846,100,200,,0,4,200,,0,3
0x90c9f9b62fd12270b8fdb2c61b53aacfbee84c53,100,200,,0,4,200,,0,3
0xb7f516eaa8c267eaeea1c4cf08405a7d2883202d,100,200,,0,4,200,,0,3
0x2416e7d5845f382881283d4104d63ca8a1b8d6c4,100,200,,0,4,200,,0,4
0x733e1ad021b5fb986e30da77b4a87c6c0452d0fd,100,200,,0,4,200,,0,3
0xebbf282d2d13b595794d3d44f720fa27b9ad9bcb,100,200,,0,4,200,,0,3
0x58ac7909bd2d0a3b780a3d4618f37f50e566cdeb,100,200,,0,4,200,,0,3
0xb32add9837ebfa3a31b5146065b2a87cf801b63f,100,200,,0,4,200,,0,3
0xa54e3ec9d0902ac1db286ff6f67f1b3c18f89613,100,200,,0,4,200,,0,3
0xb9837556326062269b5b2cf1b40a33ec83617af0,100,200,,0,4,200,,0,3
0x7b484776a554cfc62d1f010fde30dbca3aa73897,100,200,,0,4,200,,0,3
0xacae15fc612caf09bf596cad60283d65443fa486,100,200,,0,4,200,,0,3
0x1422f2af76b918e17b752cec9b079d205c7ba76b,100,200,1,200,,0,,0,3
0x12afd6a554d648e492ebc9a4fb466d0f13ef353f,100,200,,0,4,200,,0,0
0xabd99759006ca102e13ebfa0481ddebab16cf951,100,200,1,200,,0,,0,3
0xf80f51b07e10d38be45a80162e028875e5b8028d,100,200,1,200,,0,,0,3
0x79b9d7cb3e97ac70f28c71431e1c630fc1965253,100,200,,0,4,200,,0,3
0x91aa9b19807ec4b3b19413433423dc124963a2d4,100,200,,0,4,200,,0,3
0x4c23f1dc52cd4bcef3ce51d02553a17cb5e99217,100,200,,0,4,200,,0,3
0x2ca7304bbbf8b93d6d1929a053883664042a6df0,100,200,1,200,,0,,0,2
0xcb211301180d067f87e4f099634399abad58a23c,100,200,,0,4,200,,0,3
0xe30879973e09ab438f387b460bd5cf3c515bd349,100,200,,0,4,200,,0,3
0xe972bd6d773fe4c70421330545f9b29a3cefda61,100,200,,0,4,200,,0,3
0x92f803fd6fb86aa8a1221980133f3720e8336eb7,100,200,,0,4,200,,0,0
0xcbead1c44e2e1a656dea4cc7a469614b0aa6753f,100,200,1,200,,0,,0,2
0x33cd90e3f1900bf45b36bcf658c76133745e30a2,100,200,1,200,,0,,0,2
0x310312d0ac93bd4c69999a5d3b89dcc60719472c,100,200,1,200,,0,,0,3
0x2ab2b672238e72be6135a1a6be52e4203537fceb,100,200,,0,4,200,,0,2
0x19d205303bef07ae9e1bd1a0b23e35ca0abecb7d,100,200,1,200,,0,,0,2
0x0ce939eefc930a3251330537dc716eac531a67ca,100,200,,0,4,200,,0,2
0xdcb239921566c180ed6665e4f0b93ec6340cc719,100,200,,0,4,200,,0,3
0x258821c6a57a50229b833d1c532c18c6e3002b1d,100,200,,0,4,200,,0,3
0x8158a5b7b53d04ade216defe562982e057e7d3ac,100,200,,0,4,200,,0,3
0xfe18fc65c9fac9f9dd381beee4d05a10c32f103b,100,200,,0,4,200,,0,2
0x59f225f14b8c1baaf3b98954b47354a5b8800599,100,200,,0,4,200,,0,3
0x627c942e91e727045e03ab542967e01615a71085,100,200,,0,4,200,,0,3
0xd7ac3685e6a0c916f4ab76313da5ecb0ceea3faa,100,200,1,200,,0,,0,3
0xaec172946e35f39e955df9220e6f4cec743fe222,100,200,,0,4,200,,0,3
0x4e0e40ece4ff4e76cbc9682012e9fd406574a7dc,100,200,,0,4,200,,0,3
0x0d3c23ba1f75ea71086598bf8d1a5e2e966d3500,100,200,1,200,,0,,0,3
0xf86aa2d6790b88060c97f3deff11381682207d03,100,200,,0,4,200,,0,0
0xebb7dd7aeae1a8dea67a08d78339abcf4992e75e,100,200,,0,4,200,,0,3
0x2f29ef6ce03cb5e37766e7fa60915e911f6adc92,100,200,,0,4,200,,0,3
0xfe8832ada2a6f3834ff67c2ef6598f146c141632,100,200,1,200,,0,,0,3
0x478cf04804d2ccbbe3eca6f59d0a0d5f4255f321,100,200,,0,4,200,,0,3
0x879fe0be3a65900df736066fac41fa5cd0587ab2,100,200,,0,4,200,,0,3
0x5ae13035a8fc5bfb77468bc4c2aaf63507346ccb,100,200,,0,4,200,,0,3
0x0629cf73ffc6b0a2c8cd8c0a5ee4dc31fc37416f,100,200,,0,4,200,,0,3
0xd0ba44dcef4e74b92e32892aff709207c1458dae,100,200,,0,4,200,,0,3
0xa292d77fd8fccc8b185efecb34fd39d63f158997,100,200,1,200,,0,,0,3
0xa1a8ca9292e1213ae3754104ea228ac72de79e5b,100,200,,0,4,200,,0,3
0x83df2d5d6a5b16262ae3a69b61cfd98ce2bc4a8a,100,200,,0,4,200,,0,2
0xfbc272a2935589764e10f6384b09f4c01883b06f,100,200,,0,4,200,,0,3
0x9a28bf5e587e39f81b90aec20ddf20d4e130b973,100,200,,0,4,200,,0,3
0xd1a64302baedbdba9cc8b00a69ff09d18758fea1,100,200,,0,4,200,,0,3
0xcfe75d70c0c909d141f41c0cb7632b0d4a0de856,100,200,,0,4,200,,0,3
0x7d1a1c39dd8f0c01c075fce4eef621a8f50cb7a8,100,200,,0,4,200,,0,3
0x4da0086b2e014f5f43b3e8090f8c13a674d7d220,100,200,1,200,,0,,0,2
0x94cf2497358833c68e03dc747176f2a4c255cf98,100,200,1,200,,0,,0,3
0x7b209d7672a86c3e248ec140e84ca96002f3de04,100,200,,0,4,200,,0,3
0x236500c65191ef038068755dd5fc1f271e5a8a37,100,200,1,200,,0,,0,3
0x9d18b2137b766c1526591a6d27c05295af0619b6,100,200,1,200,,0,,0,2
0x19ec3f84e903517586cace596ff3549bee479020,100,200,,0,4,200,,0,3
0x6edd47665f3db050a075a01d00bd66ffe639fa3e,100,200,,0,4,200,,0,3
0xc48c36040f7c27c62adecf5f350b7ed351979858,100,200,,0,4,200,,0,3
0xcf14270e1d25bddb840190e82681216fc60a5706,100,200,1,200,,0,,0,3
0x420a3a90d25d9b20a7196156647c52c25e77e163,100,200,,0,4,200,,0,0
0xbcade288d5791986bf531b62cecfe1ed42bf95f7,100,200,1,200,,0,,0,3
0xf26717facb28c1133c4aea9d6d8a4e71dc69bd3c,100,200,,0,4,200,,0,0
0x53e74f386622c9471f2ea6c5e387f0fd66baec64,100,200,,0,4,200,,0,0
0xecbf7ef37f50b9aff8c89f62b94626b018187a1d,100,200,1,200,,0,,0,2
0x88bf323489c496820cafa87a3c74980e0f8879b2,100,200,1,200,,0,,0,2
0x46f67694cda9f438a5a6a5eb934a734f27655213,100,200,1,200,,0,,0,3
0x6ecf7f4d8cff444bf8a60a333a39210b70b7a334,100,200,,0,4,200,,0,3
0x099bee080156a32f4acc6edb5a16766f81fe6101,100,200,,0,4,200,,0,2
0x6d87c5b929f3b6b15ab86f62d4f7517df7f9ce69,100,200,,0,4,200,,0,3
0xb9e30e24e606ac1169b4220dd3ef6cbe40fc8171,100,200,,0,4,200,,0,3
0x7edd720a10b5936836fb6b0ae2aee9003ccf471d,100,200,,0,4,200,,0,0
0xeb2ace60ec79d1c002353261fb9a4eded58cf312,100,200,,0,4,200,,0,0
0xb4d865bc8b998a352b1cc14d0f2c92733a56da83,100,200,1,200,,0,,0,2
0x4445af7d0b53fc3fb0b7c8b372aabf3de90cfd32,100,200,,0,4,200,,0,3
0x525a172c286d83814797ea8a500f188499d1c1ce,100,200,1,200,,0,,0,2
0xb393299f71761376616c25beab92aef6bcc4b818,100,200,,0,4,200,,0,3
0xf4d655fbb037a0795c00700b300bae69601c3c76,100,200,,0,4,200,,0,3
0x42632d9632b3b9b62f16491dcaa6f0d66b026e9b,100,200,,0,4,200,,0,3
0xa857755c0e46a0760089fa657404e52429faaa13,100,200,,0,4,200,,0,2
0x2a4a1fc60dac4640d41e1b4b3d567ebc48aed1b7,50,180,,0,3,120,2,60,3
0xaa8b747fea125ab68a3bb451439416aea41ab655,50,180,,0,3,120,2,60,3
0x31ce49fb5ae8d16e85856ea65bb36c2a03a7c948,50,180,,0,3,120,2,60,3
0x852dbdcd2c9ee7e0afaca3de151b563f4edc31a5,50,180,,0,3,120,2,60,2
0xd531d841270cf30bfa236761684cd642e98192ee,50,180,,0,3,120,2,60,3
0xbd74aa12bda7e5c121cabd388dfa7d4fc15d773b,50,180,,0,3,120,2,60,3
0x218c5f9499f9e42f4045342e38aea68ce7a0534d,50,180,,0,3,120,2,60,3
0x672399ca1268be85c19ce1f08987701d289200fc,50,180,,0,3,120,2,60,3
0xd411b43013662a10adeed465adf3ba03f02fc7d3,50,180,,0,2,60,3,120,2
0x41ec1f007440953a26590ceaa11c886bfb694391,50,180,,0,3,120,2,60,4
0x46e6e531b44d27ad6dae5864d83996d209635a2c,50,180,,0,3,120,2,60,3
0xb01fabf2bb76ee8d93ec8784071a4c39d327b41e,50,180,,0,3,120,2,60,3
0xfbf87c28f5e31f5825bc0c7d1b22978a5d48f303,50,180,,0,3,120,2,60,3
0x119ee6592787995cf1638d6c716135f57ca6ba8e,50,180,,0,3,120,2,60,3
0x368c3d47d3ae16f07aafbc7db115a34088b3a29b,50,140,,0,3,120,1,20,2
0xbc1c3cd43689e78f9c2f86c0f531f240012011fd,50,140,,0,3,120,1,20,2
0x47be8e7186babca18773218f3d68b47e61cb0e72,50,140,,0,3,120,1,20,3
0x68f6303870e272a3e923f267944c128d63ff0c14,50,140,,0,3,120,1,20,2
0x54ca8df686a326e31005ca7826f10c2f3e374d71,50,140,,0,1,20,3,120,2
0x05e6e780160ee7116e28bb18bf0737ff2eaf4a9a,50,140,,0,3,120,1,20,3
0xd1bce2b20bb9f6b3616eba85b1bc79b50bb1c070,50,140,,0,3,120,1,20,3
0xbc55683091cdce1aa4dd343ee196d5c4db7f78b2,50,120,,0,3,120,,0,3
0x902b3031f3b30197ce0526ea4c058f9581be21f6,50,120,,0,3,120,,0,3
0xb9383eab8c9db7999d85823396a3a03d28e14278,50,120,,0,3,120,,0,2
0xc2533511ea390ddbdc2771265a3a05dec0f32a0d,50,120,,0,3,120,,0,3
0x3e609c22d7816fa7cf03217412900145e212a4c0,50,120,,0,3,120,,0,0
0x3eb5ae7a7737f6b578bcaf1f5ca88411a5364d8d,50,120,,0,3,120,,0,0
0x193744d99501f3ff19e15962186b66f41974b5aa,50,120,,0,3,120,,0,2
0xe3e6eb042e6a20878a0a3ce519e8524e6d0d0953,50,120,,0,2,60,2,60,2
0x72aa25fba3a28f0463e5c9e2ed7f012bba7ae959,50,120,,0,3,120,,0,3
0xd1a15852926bfd9170d4c5b34affe78794c4d0d1,50,120,,0,3,120,,0,0
0x1293342916cbd388a36a19460b0c57fea424aad4,50,120,,0,3,120,,0,2
0x0f57dacb6de450f501a6d31802b4076f74b8abef,50,120,,0,2,60,2,60,3
0x7bb1566247e9dfa4b0a22654d24ff4686cc42790,50,120,,0,3,120,,0,2
0x0e52c7657a8612cff8a1a0c13fabae8ef51d5af8,50,120,,0,3,120,,0,3
0x3f6272b1575a7a97cec57d7079451a3f43626c28,50,120,,0,3,120,,0,0
0xd90aba924c55fa265ee0a8a1525856c5d6e1a62f,50,120,,0,3,120,,0,2
0x78a99aac618944e776e7c75815c5b3480f572776,50,120,,0,3,120,,0,2
0xf63d913c8a618af9919d8efe0aa5dae4a288519c,50,120,,0,3,120,,0,3
0x6fdcf63294404094f346c3aa8041e1bcb432fd3c,50,120,,0,3,120,,0,2
0x786d492eb65e3e26274d89a59deb428d439bff62,50,120,,0,3,120,,0,2
0x3d2cfcfc3d70c3487132ed870d8e5bb6958b4627,50,120,,0,3,120,,0,0
0x8bc7ec1e358c5336e0f368eaf5ce7b3360c6764b,50,120,,0,3,120,,0,2
0xbbb826cb9b780d58fabcfe72eadedb80f926a1ff,50,120,,0,3,120,,0,0
0xb6cde05e343569b5f32b18736864ca9d4dd34ea8,50,120,,0,3,120,,0,3
0xe7ba1dd84e33b307e584ce6f78d7863fc63c4890,50,120,,0,3,120,,0,0
0x1a3cbf361bfd75a929a4762141ef3c4fe452cefe,50,120,,0,3,120,,0,2
0x46d0f08865e4b1d94cd764338af498199e65993c,50,120,,0,3,120,,0,0
0x4bac0101f9c4b46898970cabf24dd1e4cec42138,50,120,,0,3,120,,0,3
0x3db66ba99888223a6930d03d02a042a5e8514004,50,120,,0,3,120,,0,2
0x90f4997200c9916e53607df8ce9dea2352757b56,50,120,,0,3,120,,0,2
0xa00872ae527e9ce568a4d998e122d8aebc57d09c,50,120,,0,3,120,,0,0
0x313905c8948dd3f72a078538b0c0133881e580da,50,120,,0,3,120,,0,2
0x51cef1a2a4e55427b5910a6abcc65600d6e4ae84,50,120,,0,3,120,,0,3
0x3f7991c540c02ccea98b79f36a502760b7f7e20c,50,120,,0,3,120,,0,2
0xe968fbef33d0fa83ee831528ae9f3ca05ae25316,50,120,,0,3,120,,0,2
